DATAFLOW,LAST UPDATE,freq,unit,sex,sizeclas,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EA19,2014,11.97,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EA19,2018,11.72,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EA19,2022,11.83,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EA20,2022,11.87,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EE,2006,14.97,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EE,2010,15.47,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EE,2014,13.91,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EE,2018,15.01,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EE,2022,13.8,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EL,2006,12.45,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EL,2010,11.21,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EL,2014,20.16,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EL,2018,18.65,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EL,2022,20.11,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,ES,2006,7.97,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,ES,2010,9.23,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,ES,2014,9.78,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,ES,2018,10.23,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,ES,2022,9.2,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EU27_2007,2006,12.54,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EU27_2007,2010,13.23,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EU27_2007,2014,13.53,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EU27_2007,2018,12.47,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EU27_2020,2006,12.06,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EU27_2020,2010,12.58,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EU27_2020,2014,13.16,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EU27_2020,2018,12.49,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EU27_2020,2022,12.57,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EU28,2010,13.3,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,EU28,2014,13.51,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,FI,2006,2.49,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,FI,2010,3.31,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,FI,2014,3.5,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,FI,2018,3.43,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,FI,2022,4.56,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,FR,2006,5.35,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,FR,2010,4.53,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,FR,2014,6.17,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,FR,2018,6.03,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,FR,2022,8.63,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,HR,2010,18.27,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,HR,2014,20.38,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,HR,2018,14.04,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,HR,2022,15.71,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,HU,2006,22.68,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,HU,2010,17.94,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,HU,2014,16.97,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,HU,2018,10.94,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,HU,2022,13.69,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IE,2006,15.94,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IE,2010,17.56,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IE,2014,16.83,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IE,2018,16.72,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IE,2022,17.56,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IS,2006,6.9,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IS,2010,5.6,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IS,2014,5.67,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IS,2018,9.76,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IS,2022,3.72,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IT,2006,7.52,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IT,2010,10.25,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IT,2014,7.93,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IT,2018,7.03,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,IT,2022,7.6,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LT,2006,27.69,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LT,2010,24.53,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LT,2014,21.68,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LT,2018,21.1,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LT,2022,13.68,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LU,2006,7.89,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LU,2010,9.27,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LU,2014,8.36,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LU,2018,8.53,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LU,2022,11.21,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LV,2006,29.46,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LV,2010,26.66,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LV,2014,23.27,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LV,2018,18.83,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,LV,2022,17.74,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,ME,2014,27.16,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,MK,2010,26.37,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,MK,2014,23.07,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,MK,2018,14.34,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,MK,2022,8.76,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,MT,2006,13.17,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,MT,2010,14.9,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,MT,2014,13.2,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,MT,2018,13.85,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,MT,2022,15.99,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,NL,2006,15.47,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,NL,2010,15.2,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,NL,2014,16.62,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,NL,2018,16.95,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,NL,2022,15.16,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,NO,2006,4.85,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,NO,2010,6.02,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,NO,2014,7.28,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,NO,2018,7.14,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,NO,2022,6.55,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,PL,2006,21.8,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,PL,2010,21.79,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,PL,2014,21.53,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,PL,2018,20.41,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,PL,2022,17.55,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,PT,2006,15.37,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,PT,2010,10.24,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,PT,2014,6.6,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,PT,2018,3.18,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,PT,2022,0.7,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,RO,2006,25.97,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,RO,2010,25.5,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,RO,2014,26.46,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,RO,2018,21.99,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,RO,2022,25,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,RS,2014,21.59,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,RS,2018,17.52,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,RS,2022,20.42,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SE,2006,1.35,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SE,2010,1.85,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SE,2014,2.04,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SE,2018,2.76,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SE,2022,3.06,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SI,2006,15.57,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SI,2010,15.27,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SI,2014,15.81,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SI,2018,13.92,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SI,2022,8.36,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SK,2006,12.14,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SK,2010,14.6,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SK,2014,15.25,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SK,2018,13.01,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,SK,2022,10.79,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,TR,2006,0.24,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,TR,2010,0.37,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,TR,2014,0.42,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,TR,2018,0.82,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,UK,2006,15.03,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,UK,2010,16.68,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,UK,2014,15.61,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,M,GE10,UK,2018,12.43,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,AL,2018,23.04,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,AL,2022,16.35,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,AT,2006,14.19,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,AT,2010,15.02,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,AT,2014,14.76,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,AT,2018,14.75,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,AT,2022,14.04,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,BA,2022,17.51,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,BE,2006,6.82,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,BE,2010,6.37,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,BE,2014,3.79,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,BE,2018,13.68,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,BE,2022,15.86,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,BG,2006,18.9,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,BG,2010,22.01,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,BG,2014,18.19,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,BG,2018,21.41,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,BG,2022,26.84,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CH,2010,11.03,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CH,2014,9.37,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CH,2018,9.53,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CH,2022,9.6,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CY,2006,22.65,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CY,2010,22.62,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CY,2014,19.33,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CY,2018,18.73,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CY,2022,19.99,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CZ,2006,17.05,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CZ,2010,18.19,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CZ,2014,18.69,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CZ,2018,15.09,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,CZ,2022,13.78,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,DE,2006,20.3,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,DE,2010,22.24,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,DE,2014,22.48,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,DE,2018,20.68,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,DE,2022,18.98,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,DK,2006,8.31,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,DK,2010,8.17,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,DK,2014,8.61,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,DK,2018,8.69,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,DK,2022,9.7,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EA17,2006,14.27,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EA17,2010,14.78,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EA17,2014,15.7,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EA17,2018,14.89,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EA18,2018,14.95,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EA19,2014,15.88,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EA19,2018,15.03,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EA19,2022,14.33,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EA20,2022,14.38,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EE,2006,23.19,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EE,2010,23.76,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EE,2014,22.76,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EE,2018,21.95,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EE,2022,21.23,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EL,2006,15.73,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EL,2010,12.82,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EL,2014,21.72,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EL,2018,19.65,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EL,2022,21.74,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,ES,2006,13.37,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,ES,2010,14.66,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,ES,2014,14.59,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,ES,2018,14.33,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,ES,2022,13.24,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EU27_2007,2006,16.79,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EU27_2007,2010,16.88,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EU27_2007,2014,17.18,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EU27_2007,2018,15.49,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EU27_2020,2006,15.73,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EU27_2020,2010,15.8,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EU27_2020,2014,16.36,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EU27_2020,2018,15.22,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EU27_2020,2022,14.72,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EU28,2010,16.96,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,EU28,2014,17.19,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,FI,2006,4.75,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,FI,2010,5.85,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,FI,2014,5.28,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,FI,2018,5.03,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,FI,2022,6.49,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,FR,2006,7.13,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,FR,2010,6.08,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,FR,2014,8.81,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,FR,2018,8.61,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,FR,2022,9.68,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,HR,2010,21.35,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,HR,2014,23.11,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,HR,2018,18.42,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,HR,2022,18.57,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,HU,2006,21.87,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,HU,2010,19.51,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,HU,2014,17.75,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,HU,2018,11.61,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,HU,2022,14.61,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IE,2006,21.41,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IE,2010,20.66,,
